score,window_index
0.85318434,1112
0.75289565,1113
0.7409554,1114
0.73249936,1115
0.7226156,1116
0.72746766,1117
0.75406235,1118
0.6956613,1119
0.6991917,1120
0.6921583,1121
0.7022083,1122
0.6958225,1123
0.7000143,1124
0.68525416,1125
0.69581413,1126
0.6294287,1127
0.6054354,1128
0.5980863,1129
0.5874298,1130
0.56899554,1131
0.54967177,1132
0.53291535,1133
0.5456888,1134
0.56096923,1135
0.548471,1136
0.552585,1137
0.5607235,1138
0.54894125,1139
0.5447534,1140
0.5544027,1141
0.5953463,1142
0.6061661,1143
0.6020567,1144
0.60012347,1145
0.5984735,1146
0.59169424,1147
0.60464716,1148
0.61645615,1149
0.64332014,1150
0.6958384,1151
0.7173994,1152
0.6997361,1153
0.6922134,1154
0.6765824,1155
0.6871458,1156
0.6978094,1157
0.719219,1158
0.73464227,1159
0.7518328,1160
0.7721073,1161
0.72254705,1162
0.7059073,1163
0.70291156,1164
0.71025014,1165
0.70642906,1166
0.73431,1167
0.7477924,1168
0.74950767,1169
0.71893144,1170
0.7084651,1171
0.667399,1172
0.6722963,1173
0.72858053,1174
0.7281949,1175
0.7460405,1176
0.7440628,1177
0.75358194,1178
0.7415924,1179
0.76399285,1180
0.7964335,1181
0.80675584,1182
0.81521136,1183
0.8228605,1184
0.8323361,1185
0.8290201,1186
0.8067944,1187
0.8107793,1188
0.8075935,1189
0.8075096,1190
0.7310096,1191
0.74224716,1192
0.75101423,1193
0.72142774,1194
0.7369922,1195
0.7050718,1196
0.7127255,1197
0.6832594,1198
0.67549324,1199
0.63240725,1200
0.6057499,1201
0.5783303,1202
0.585709,1203
0.54891795,1204
0.57272875,1205
0.59297013,1206
0.59410286,1207
0.65320563,1208
0.65444136,1209
0.63977545,1210
0.6838599,1211
0.6668017,1212
0.70248294,1213
0.69182134,1214
0.70384103,1215
0.75598687,1216
0.76556134,1217
0.76900786,1218
0.8086433,1219
0.8144292,1220
0.8186325,1221
0.8495784,1222
0.8421893,1223
0.86512727,1224
0.8511923,1225
0.81867635,1226
0.799057,1227
0.7276932,1228
0.7545392,1229
0.7584383,1230
0.7905156,1231
0.7852241,1232
0.79116106,1233
0.75280863,1234
0.7364845,1235
0.6547802,1236
0.6355778,1237
0.6409333,1238
0.5571807,1239
0.56464267,1240
0.55679923,1241
0.5464284,1242
0.5728834,1243
0.53448117,1244
0.5430236,1245
0.5375511,1246
0.5372725,1247
0.5330403,1248
0.526099,1249
0.52160054,1250
0.49682572,1251
0.52019244,1252
0.5127919,1253
0.5657438,1254
0.58081746,1255
0.5954842,1256
0.611941,1257
0.61063063,1258
0.60036063,1259
0.6461527,1260
0.6491672,1261
0.642088,1262
0.68084043,1263
0.6870117,1264
0.6889444,1265
0.6936839,1266
0.7207994,1267
0.7044231,1268
0.712923,1269
0.7142503,1270
0.7280987,1271
0.69209075,1272
0.72986484,1273
0.6641518,1274
0.65696615,1275
0.6483923,1276
0.63294655,1277
0.64668185,1278
0.6925525,1279
0.6191795,1280
0.633025,1281
0.663595,1282
0.6352142,1283
0.6380085,1284
0.65611976,1285
0.6774925,1286
0.64006716,1287
0.63236123,1288
0.63418776,1289
0.64499754,1290
0.6390911,1291
0.6416729,1292
0.60418606,1293
0.5966944,1294
0.59645873,1295
0.5827845,1296
0.58597344,1297
0.5952735,1298
0.5676273,1299
0.5604155,1300
0.6068879,1301
0.6038484,1302
0.624665,1303
0.62184244,1304
0.63400644,1305
0.6274208,1306
0.6536729,1307
0.6682815,1308
0.66208136,1309
0.65542746,1310
0.678869,1311
0.68854713,1312
0.6983989,1313
0.7110644,1314
0.7036568,1315
0.70611715,1316
0.7007269,1317
0.6705393,1318
0.68872726,1319
0.734984,1320
0.7580602,1321
0.70443565,1322
0.683831,1323
0.72987074,1324
0.69488597,1325
0.7052542,1326
0.7005188,1327
0.6932114,1328
0.70036894,1329
0.7008113,1330
0.69170517,1331
0.6966098,1332
0.69927686,1333
0.69258714,1334
0.79291797,1335
0.7819968,1336
0.80009055,1337
0.8254811,1338
0.91420346,1339
0.87317467,1340
0.8526707,1341
0.84420884,1342
0.85651207,1343
0.8299729,1344
0.8756986,1345
0.8667268,1346
0.8447412,1347
0.8529513,1348
0.8869801,1349
0.87965006,1350
0.88208205,1351
0.83606005,1352
0.83351034,1353
0.81423706,1354
0.7458773,1355
0.7529569,1356
0.75683564,1357
0.75513124,1358
0.65563256,1359
0.67201227,1360
0.65956604,1361
0.6498898,1362
0.6713684,1363
0.6802826,1364
0.6582454,1365
0.6796617,1366
0.67896897,1367
0.66162455,1368
0.644332,1369
0.64749914,1370
0.6566036,1371
0.6609029,1372
0.7050218,1373
0.77332056,1374
0.7248042,1375
0.7458179,1376
0.765289,1377
0.7729275,1378
0.7884775,1379
0.78295213,1380
0.7811997,1381
0.8076407,1382
